5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed
05/01/2016 17:25,77,1,100
05/01/2016 17:30,81,1,100
05/01/2016 17:35,68,1,100
05/01/2016 17:40,66,1,100
05/01/2016 17:45,80,1,100
05/01/2016 17:50,75,1,100
05/01/2016 17:55,62,1,100
05/01/2016 18:00,74,1,100
05/01/2016 18:05,81,1,100
05/01/2016 18:10,71,1,100
05/01/2016 18:15,75,1,100
05/01/2016 18:20,80,1,100
05/01/2016 18:25,66,1,100
05/01/2016 18:30,72,1,100
05/01/2016 18:35,61,1,100
05/01/2016 18:40,62,1,100
05/01/2016 18:45,60,1,100
05/01/2016 18:50,64,1,100
05/01/2016 18:55,55,1,100
05/01/2016 19:00,70,1,100
05/01/2016 19:05,51,1,100
05/01/2016 19:10,60,1,100
05/01/2016 19:15,51,1,100
05/01/2016 19:20,60,1,100
05/01/2016 19:25,58,1,100
05/01/2016 19:30,49,1,100
05/01/2016 19:35,51,1,100
05/01/2016 19:40,58,1,100
05/01/2016 19:45,37,1,100
05/01/2016 19:50,40,1,100
05/01/2016 19:55,45,1,100
05/01/2016 20:00,48,1,100
05/01/2016 20:05,39,1,100
05/01/2016 20:10,45,1,100
05/01/2016 20:15,56,1,100
05/01/2016 20:20,44,1,100
05/01/2016 20:25,47,1,100
05/01/2016 20:30,37,1,100
05/01/2016 20:35,37,1,100
05/01/2016 20:40,43,1,100
05/01/2016 20:45,37,1,100
05/01/2016 20:50,48,1,100
05/01/2016 20:55,43,1,100
05/01/2016 21:00,28,1,100
05/01/2016 21:05,40,1,100
05/01/2016 21:10,41,1,100
05/01/2016 21:15,36,1,100
05/01/2016 21:20,47,1,100
05/01/2016 21:25,33,1,100
05/01/2016 21:30,30,1,100
05/01/2016 21:35,30,1,100
05/01/2016 21:40,31,1,100
05/01/2016 21:45,27,1,100
05/01/2016 21:50,35,1,100
05/01/2016 21:55,24,1,100
05/01/2016 22:00,21,1,100
05/01/2016 22:05,25,1,100
05/01/2016 22:10,26,1,100
05/01/2016 22:15,31,1,100
05/01/2016 22:20,29,1,100
05/01/2016 22:25,25,1,100
05/01/2016 22:30,25,1,100
05/01/2016 22:35,20,1,100
05/01/2016 22:40,19,1,100
05/01/2016 22:45,15,1,100
05/01/2016 22:50,18,1,100
05/01/2016 22:55,13,1,100
05/01/2016 23:00,13,1,100
05/01/2016 23:05,13,1,100
05/01/2016 23:10,18,1,100
05/01/2016 23:15,15,1,100
05/01/2016 23:20,12,1,100
05/01/2016 23:25,12,1,100
05/01/2016 23:30,8,1,100
05/01/2016 23:35,14,1,100
05/01/2016 23:40,13,1,100
05/01/2016 23:45,15,1,100
05/01/2016 23:50,16,1,100
05/01/2016 23:55,12,1,100
06/01/2016 0:00,13,1,100
06/01/2016 0:05,5,1,100
06/01/2016 0:10,7,1,100
06/01/2016 0:15,8,1,100
06/01/2016 0:20,8,1,100
06/01/2016 0:25,6,1,100
06/01/2016 0:30,9,1,100
06/01/2016 0:35,10,1,100
06/01/2016 0:40,11,1,100
06/01/2016 0:45,2,1,100
06/01/2016 0:50,7,1,100
06/01/2016 0:55,4,1,100
06/01/2016 1:00,9,1,100
06/01/2016 1:05,4,1,100
06/01/2016 1:10,7,1,100
06/01/2016 1:15,7,1,100
06/01/2016 1:20,6,1,100
06/01/2016 1:25,11,1,100
06/01/2016 1:30,3,1,100
06/01/2016 1:35,3,1,100
06/01/2016 1:40,4,1,100
06/01/2016 1:45,2,1,100
06/01/2016 1:50,1,1,100
06/01/2016 1:55,7,1,100
06/01/2016 2:00,5,1,100
06/01/2016 2:05,4,1,100
06/01/2016 2:10,1,1,100
06/01/2016 2:15,4,1,100
06/01/2016 2:20,3,1,100
06/01/2016 2:25,1,1,100
06/01/2016 2:30,4,1,100
06/01/2016 2:35,5,1,100
06/01/2016 2:40,2,1,100
06/01/2016 2:45,2,1,100
06/01/2016 2:50,7,1,100
06/01/2016 2:55,3,1,100
06/01/2016 3:00,5,1,100
06/01/2016 3:05,3,1,100
06/01/2016 3:10,2,1,100
06/01/2016 3:15,5,1,100
06/01/2016 3:20,7,1,100
06/01/2016 3:25,5,1,100
06/01/2016 3:30,1,1,100
06/01/2016 3:35,10,1,100
06/01/2016 3:40,10,1,100
06/01/2016 3:45,13,1,100
06/01/2016 3:50,8,1,100
06/01/2016 3:55,8,1,100
06/01/2016 4:00,11,1,100
06/01/2016 4:05,9,1,100
06/01/2016 4:10,11,1,100
06/01/2016 4:15,15,1,100
06/01/2016 4:20,14,1,100
06/01/2016 4:25,17,1,100
06/01/2016 4:30,10,1,100
06/01/2016 4:35,33,1,100
06/01/2016 4:40,34,1,100
06/01/2016 4:45,28,1,100
06/01/2016 4:50,41,1,100
06/01/2016 4:55,35,1,100
06/01/2016 5:00,49,1,100
06/01/2016 5:05,38,1,100
06/01/2016 5:10,51,1,100
06/01/2016 5:15,57,1,100
06/01/2016 5:20,61,1,100
06/01/2016 5:25,60,1,100
06/01/2016 5:30,77,1,100
06/01/2016 5:35,79,1,100
06/01/2016 5:40,108,1,100
06/01/2016 5:45,81,1,100
06/01/2016 5:50,101,1,100
06/01/2016 5:55,112,1,100
06/01/2016 6:00,97,1,100
06/01/2016 6:05,107,1,100
06/01/2016 6:10,101,1,100
06/01/2016 6:15,110,1,100
06/01/2016 6:20,124,1,100
06/01/2016 6:25,132,1,100
06/01/2016 6:30,117,1,100
06/01/2016 6:35,160,1,100
06/01/2016 6:40,167,1,100
06/01/2016 6:45,160,1,100
06/01/2016 6:50,174,1,100
06/01/2016 6:55,159,1,100
06/01/2016 7:00,186,1,100
06/01/2016 7:05,144,1,100
06/01/2016 7:10,141,1,100
06/01/2016 7:15,118,1,100
06/01/2016 7:20,103,1,100
06/01/2016 7:25,95,1,100
06/01/2016 7:30,73,1,100
06/01/2016 7:35,85,1,100
06/01/2016 7:40,85,1,100
06/01/2016 7:45,73,1,100
06/01/2016 7:50,76,1,100
06/01/2016 7:55,73,1,100
06/01/2016 8:00,91,1,100
06/01/2016 8:05,82,1,100
06/01/2016 8:10,88,1,100
06/01/2016 8:15,96,1,100
06/01/2016 8:20,78,1,100
06/01/2016 8:25,91,1,100
06/01/2016 8:30,82,1,100
06/01/2016 8:35,63,1,100
06/01/2016 8:40,80,1,100
06/01/2016 8:45,81,1,100
06/01/2016 8:50,93,1,100
06/01/2016 8:55,79,1,100
06/01/2016 9:00,70,1,100
06/01/2016 9:05,99,1,100
06/01/2016 9:10,82,1,100
06/01/2016 9:15,117,1,100
06/01/2016 9:20,102,1,100
06/01/2016 9:25,113,1,100
06/01/2016 9:30,112,1,100
06/01/2016 9:35,122,1,100
06/01/2016 9:40,94,1,100
06/01/2016 9:45,118,1,100
06/01/2016 9:50,118,1,100
06/01/2016 9:55,109,1,100
06/01/2016 10:00,130,1,100
06/01/2016 10:05,103,1,100
06/01/2016 10:10,95,1,100
06/01/2016 10:15,94,1,100
06/01/2016 10:20,89,1,100
06/01/2016 10:25,118,1,100
06/01/2016 10:30,103,1,100
06/01/2016 10:35,112,1,100
06/01/2016 10:40,102,1,100
06/01/2016 10:45,108,1,100
06/01/2016 10:50,96,1,100
06/01/2016 10:55,88,1,100
06/01/2016 11:00,91,1,100
06/01/2016 11:05,91,1,100
06/01/2016 11:10,89,1,100
06/01/2016 11:15,94,1,100
06/01/2016 11:20,75,1,100
06/01/2016 11:25,89,1,100
06/01/2016 11:30,79,1,100
06/01/2016 11:35,72,1,100
06/01/2016 11:40,76,1,100
06/01/2016 11:45,64,1,100
06/01/2016 11:50,75,1,100
06/01/2016 11:55,71,1,100
06/01/2016 12:00,61,1,100
06/01/2016 12:05,71,1,100
06/01/2016 12:10,76,1,100
06/01/2016 12:15,67,1,100
06/01/2016 12:20,96,1,100
06/01/2016 12:25,89,1,100
06/01/2016 12:30,100,1,100
06/01/2016 12:35,84,1,100
06/01/2016 12:40,76,1,100
06/01/2016 12:45,78,1,100
06/01/2016 12:50,94,1,100
06/01/2016 12:55,62,1,100
06/01/2016 13:00,59,1,100
06/01/2016 13:05,72,1,100
06/01/2016 13:10,75,1,100
06/01/2016 13:15,76,1,100
06/01/2016 13:20,66,1,100
06/01/2016 13:25,71,1,100
06/01/2016 13:30,75,1,100
06/01/2016 13:35,76,1,100
06/01/2016 13:40,42,1,100
06/01/2016 13:45,60,1,100
06/01/2016 13:50,65,1,100
06/01/2016 13:55,53,1,100
06/01/2016 14:00,52,1,100
06/01/2016 14:05,50,1,100
06/01/2016 14:10,64,1,100
06/01/2016 14:15,79,1,100
06/01/2016 14:20,76,1,100
06/01/2016 14:25,72,1,100
06/01/2016 14:30,66,1,100
06/01/2016 14:35,80,1,100
06/01/2016 14:40,73,1,100
06/01/2016 14:45,89,1,100
06/01/2016 14:50,69,1,100
06/01/2016 14:55,81,1,100
06/01/2016 15:00,72,1,100
06/01/2016 15:05,81,1,100
06/01/2016 15:10,68,1,100
06/01/2016 15:15,77,1,100
06/01/2016 15:20,73,1,100
06/01/2016 15:25,77,1,100
06/01/2016 15:30,76,1,100
06/01/2016 15:35,85,1,100
06/01/2016 15:40,87,1,100
06/01/2016 15:45,85,1,100
06/01/2016 15:50,85,1,100
06/01/2016 15:55,77,1,100
06/01/2016 16:00,59,1,100
06/01/2016 16:05,73,1,100
06/01/2016 16:10,73,1,100
06/01/2016 16:15,81,1,100
06/01/2016 16:20,77,1,100
06/01/2016 16:25,79,1,100
06/01/2016 16:30,82,1,100
06/01/2016 16:35,68,1,100
06/01/2016 16:40,72,1,100
06/01/2016 16:45,80,1,100
06/01/2016 16:50,87,1,100
06/01/2016 16:55,72,1,100
06/01/2016 17:00,67,1,100
06/01/2016 17:05,67,1,100
06/01/2016 17:10,88,1,100
06/01/2016 17:15,95,1,100
06/01/2016 17:20,80,1,100
06/01/2016 17:25,79,1,100
06/01/2016 17:30,75,1,100
06/01/2016 17:35,77,1,100
06/01/2016 17:40,83,1,100
06/01/2016 17:45,71,1,100
06/01/2016 17:50,76,1,100
06/01/2016 17:55,73,1,100
06/01/2016 18:00,64,1,100
06/01/2016 18:05,75,1,100
06/01/2016 18:10,71,1,100
06/01/2016 18:15,85,1,100
06/01/2016 18:20,65,1,100
06/01/2016 18:25,75,1,100
06/01/2016 18:30,70,1,100
06/01/2016 18:35,60,1,100
06/01/2016 18:40,69,1,100
06/01/2016 18:45,54,1,100
06/01/2016 18:50,36,1,100
06/01/2016 18:55,48,1,100
06/01/2016 19:00,69,1,100
06/01/2016 19:05,58,1,100
06/01/2016 19:10,59,1,100
06/01/2016 19:15,60,1,100
06/01/2016 19:20,60,1,100
06/01/2016 19:25,60,1,100
06/01/2016 19:30,53,1,100
06/01/2016 19:35,66,1,100
06/01/2016 19:40,60,1,100
06/01/2016 19:45,49,1,100
06/01/2016 19:50,55,1,100
06/01/2016 19:55,45,1,100
06/01/2016 20:00,38,1,100
06/01/2016 20:05,40,1,100
